ArticleNumber;Size;Quantity
87797;40;1
197291;42;1
3510;36/38;1
390898;36;1
705388;32/34;1
73490;40/42;1
7933;;1
826878;40;1
21148;38;1
21148;40;1
21148;46;1
16603;38;1
16603;40;1
16603;42;1
16603;44;1
16603;46;1
648391;36/38;1
648391;40/42;1
648391;32/34;1
622337;46;1
622337;50;1
7950;36/38;1
39392;34;1
39392;36;1
39392;38;1
39392;40;1
39392;42;1
39392;44;1
39392;46;1
11939;;1
272868;34;1
34476;46;1
344884;38;1
344884;50;1
445833;32/34;1
445833;36/38;1
445833;48/50;1
555249;32/34;1
760708;36/38;1
760708;48/50;1
787904;36;1
788098;;1
86429;34;1
86429;44;1
52026;44;1
52026;46;1
52026;36;1
52026;38;1
52026;40;1
52026;42;1
11672;36;1
11672;38;1
11672;40;1
11672;42;1
11672;44;1
11672;46;1
11672;34;1
34453;40;1
34453;42;1
34453;44;1
34453;46;1
34453;34;1
34453;36;1
34453;38;1
35161;42;1
35161;34;1
35161;36;1
35161;38;1
35161;40;1
6230;38;1
6230;40;1
6230;42;1
6230;44;1
6230;34;1
6230;36;1
637769;32/34;1
637769;36/38;1
637769;40/42;1
245477;32/34;1
467281;40/42;1
796812;38;1
802535;36/38;1
851457;32/34;1
302407;36/38;1
302407;40/42;1
302407;44;1
302407;32/34;1
601595;32/34;1
601595;36/38;1
601595;40/42;1
740650;44;1
740650;32;1
740650;34;1
740650;36;1
740650;38;1
740650;40;1
740650;42;1
409850;32/34;1
780609;48/50;1
787628;32/34;1
826872;38;1
4498;40;1
788077;36/38;1
852437;32/34;1
852437;36/38;1
21396;38;1
21396;40;1
21396;42;1
21396;44;1
21396;46;1
21396;36;1
279052;M;1
279052;XS;1
279052;S;1
356849;36;1
356849;38;1
356849;32;1
356849;34;1
568686;36/38;1
568686;32/34;1
713516;34;1
713516;36;1
713516;38;1
713516;40;1
72187;42;1
72187;34;1
72187;36;1
72187;38;1
72187;40;1
139576;40/42;1
139576;44;1
139576;32/34;1
139576;36/38;1
580384;32/34;1
580384;36/38;1
580384;40/42;1
653666;32/34;1
653666;36/38;1
653666;40/42;1
99978;44;1
99978;46;1
99978;34;1
99978;36;1
99978;38;1
99978;40;1
99978;42;1
134121;46;1
134121;34;1
134121;36;1
134121;38;1
134121;40;1
134121;42;1
134121;44;1
45087;44;1
45087;34;1
45087;36;1
45087;38;1
45087;40;1
45087;42;1
46495;36;1
46495;38;1
46495;40;1
46495;42;1
47154;42;1
47154;44;1
47154;34;1
47154;36;1
47154;38;1
47154;40;1
593400;40/42;1
593400;44/46;1
593400;48/50;1
593400;52;1
96317;44;1
96317;46;1
96317;34;1
96317;36;1
96317;38;1
96317;40;1
96317;42;1
INGRID;32/34;1
INGRID;36/38;1
INGRID;40/42;1
INGRID;44;1
51885;34;1
51885;36/38;1
810121;44;1
810121;32;1
810121;36;1
810121;40;1
137022;36;1
137022;38;1
137022;40;1
137022;42;1
137022;46;1
137022;32;1
137022;34;1
441104;44;1
441104;32/34;1
441104;36/38;1
441104;40/42;1
589155;32/34;1
589155;36/38;1
589155;40/42;1
589155;44;1
652270;32/34;1
652270;36/38;1
652270;40/42;1
652270;44;1
804296;32/34;1
804296;36/38;1
804296;40/42;1
804296;44;1
40436;36;1
40436;38;1
40436;40;1
40436;42;1
40436;44;1
40436;46;1
40436;34;1
896554;32/34;1
30377;34;1
30377;40;1
30377;46;1
78801;36;1
78801;38;1
78801;40;1
78801;42;1
78801;46;1
78801;34;1
10924;36;1
10924;40;1
139217;34;1
139217;42;1
510111;36/38;1
23115;40/42;1
23115;44/46;1
31090;40;1
321325;44/46;1
321325;40/42;1
396896;36/38;1
396896;40/42;1
45603;38;1
45603;40;1
45603;42;1
61411;34;1
61411;40/42;1
61411;44/46;1
676414;40/42;1
676414;32/34;1
7403;34;1
7403;36;1
765870;40/42;1
765870;44/46;1
82555;34;1
82555;38;1
827861;44;1
827861;34;1
827861;36;1
827861;38;1
827861;40;1
827861;42;1
131871;40;1
131871;32;1
131871;36;1
149189;32;1
149189;36;1
149189;40;1
101376;36/38;1
247605;40;1
247605;42;1
247605;44;1
247605;46;1
247605;38;1
34488;36/38;1
34488;40/42;1
34488;44/46;1
359566;44;1
359566;34;1
359566;36;1
359566;38;1
359566;40;1
359566;42;1
364244;32/34;1
364244;36/38;1
374216;40/42;1
518263;32/34;1
518263;36/38;1
518263;40/42;1
518263;44;1
642386;32/34;1
661418;32/34;1
661418;36/38;1
661418;40/42;1
668882;32/34;1
668882;36/38;1
668882;40/42;1
668882;44;1
826546;40/42;1
826546;44/46;1
826546;48/50;1
826546;52;1
42649;36/38;1
42649;40/42;1
42649;44/46;1
51417;38;1
51417;42;1
51417;44;1
51417;46;1
51417;34;1
51417;36;1
686310;40/42;1
686310;32/34;1
686310;36/38;1
353231;48/50;1
353231;52;1
353231;40/42;1
353231;44/46;1
6949;44/46;1
2366;34;1
2366;36/38;1
390187;40/42;1
390187;32/34;1
390187;36/38;1
409603;32/34;1
409603;36/38;1
409603;40/42;1
542617;32/34;1
542617;36/38;1
542617;40/42;1
542617;44;1
491494;32/34;1
491494;36/38;1
491494;52/54;1
637988;32/34;1
637988;36/38;1
637988;40/42;1
643432;32/34;1
643432;36/38;1
643432;40/42;1
643432;48;1
664109;32/34;1
664109;36/38;1
664109;40/42;1
820945;36/38;1
820945;40/42;1
4520;38;1
4520;40;1
4520;42;1
4520;44;1
4520;46;1
50766;44/46;1
50766;34;1
50766;36/38;1
50766;40/42;1
3523;;1
76110;;1
19166;34;1
353351;44;1
589158;32/34;1
845451;36/38;1
117316;36/38;1
244652;48/50;1
2603;36/38;1
264549;40/42;1
264549;48/50;1
341321;36;1
341321;46;1
375608;48/50;1
389481;42;1
42765;36;1
42765;42;1
44649;38;1
44649;40;1
46519;38;1
46519;40;1
46519;42;1
46519;44;1
46519;36;1
544392;32/34;1
544392;36/38;1
60989;34;1
60989;38;1
60989;40;1
651339;32/34;1
851237;32;1
851237;34;1
851237;36;1
94489;40;1
94489;38;1
96059;36;1
386494;44/46;1
386494;48/50;1
386494;52/54;1
386494;56;1
388888;36;1
388888;38;1
795731;32/34;1
795731;36/38;1
795731;40/42;1
795891;32/34;1
795891;36/38;1
819692;32/34;1
170991;38;1
170991;40;1
170991;36;1
148169;36;1
148169;40;1
84525;36;1
84525;40;1
84525;34;1
869222;44/46;1
869222;48/50;1
623832;36/38;1
623832;40/42;1
623832;44/46;1
69934;34;1
69934;36/38;1
725093;40;1
725093;42;1
725093;44;1
76922;44;1
76922;46;1
76922;36;1
76922;40;1
254689;38;1
254689;40;1
254689;44;1
254689;46;1
254689;34;1
254689;36;1
710411;36/38;1
710411;32/34;1
795718;32/34;1
150333;42;1
150333;46;1
150333;34;1
150333;36;1
150333;38;1
150333;40;1
733342;36;1
733342;38;1
733342;40;1
733342;42;1
733342;44;1
733342;34;1
114597;34;1
114597;36;1
143836;32/34;1
162137;36/38;1
162137;40/42;1
306471;34;1
306471;36;1
306471;46;1
376045;32;1
389530;32;1
389530;36;1
46243;40;1
46243;42;1
581674;36/38;1
687825;36;1
713364;32/34;1
812585;32/34;1
95558;34;1
95558;36;1
95558;42;1
9556;40/42;1
9556;44/46;1
2629;44;1
2629;46;1
2629;34;1
2629;36;1
2629;38;1
2629;40;1
2629;42;1
374165;XS;1
374165;S;1
374165;M;1
374165;L;1
381175;4;1
381175;6;1
381175;8;1
381175;10;1
381175;12;1
381175;14;1
381175;2;1
604258;38;1
604258;46;1
604258;32;1
604258;34;1
604258;36;1
383582;6;1
383582;8;1
383582;10;1
383582;12;1
383582;14;1
383582;2;1
383582;4;1
442518;12;1
442518;14;1
442518;2;1
442518;4;1
442518;6;1
442518;8;1
442518;10;1
621932;32;1
621932;34;1
887123;44;1
887123;32;1
887123;34;1
887123;36;1
887123;38;1
887123;40;1
887123;42;1
442830;6;1
442830;8;1
442830;10;1
442830;12;1
442830;14;1
442830;2;1
442830;4;1
699352;36;1
699352;38;1
699352;32;1
699352;34;1
93864;38;1
93864;40;1
93864;42;1
93864;44;1
93864;46;1
93864;34;1
93864;36;1
189212;36;1
189212;38;1
189212;34;1
97855;38;1
97855;40;1
97855;42;1
97855;44;1
97855;46;1
97855;34;1
97855;36;1
869817;8;1
869817;12;1
869817;14;1
869817;2;1
869817;4;1
869817;6;1
898420;4;1
898420;6;1
898420;8;1
898420;10;1
898420;12;1
898420;2;1
139277;6;1
139277;8;1
139277;10;1
139277;12;1
139277;14;1
139277;2;1
139277;4;1
443652;10;1
443652;12;1
443652;14;1
443652;2;1
443652;4;1
443652;6;1
443652;8;1
5755;42;1
5755;44;1
5755;36;1
5755;38;1
5755;40;1
763830;34;1
763830;36;1
763830;38;1
763830;40;1
763830;42;1
763830;44;1
763830;32;1
116793;12;1
116793;14;1
116793;4;1
116793;6;1
116793;8;1
136096;34;1
136096;36;1
136096;38;1
136096;40;1
136096;42;1
136096;44;1
199421;36;1
199421;38;1
199421;40;1
199421;34;1
170044;S;1
170044;M;1
360452;36;1
360452;40;1
360452;44;1
360452;34;1
464654;40;1
464654;34;1
464654;36;1
850790;38;1
850790;40;1
850790;42;1
851652;42;1
851652;38;1
851652;40;1
821483;44;1
851921;34;1
851921;36;1
898357;34;1
898357;44;1
2665;36;1
2665;38;1
2665;40;1
2665;42;1
2665;44;1
2665;34;1
670896;38;1
670896;40;1
670896;34;1
670896;36;1
107024;36;1
107024;38;1
107024;44;1
107024;46;1
DS14W145;S;1
DS14W145;M;1
DS14W145;L;1
DS14W145;XS;1
DS14W184;S;1
DS14W184;M;1
DS14W184;L;1
DS14W184;XL;1
374651;8;1
374651;10;1
374651;14;1
374651;2;1
374651;4;1
374651;6;1
3869;40;1
3869;42;1
3869;44;1
3869;46;1
3869;34;1
3869;36;1
3869;38;1
415585;40;1
415585;42;1
415585;52;1
4639;36;1
4639;38;1
728207;36;1
728207;32;1
728207;34;1
850808;32;1
850808;34;1
850808;36;1
850808;38;1
850808;40;1
850808;42;1
850808;44;1
116566;34;1
116566;36;1
116566;46;1
651311;36;1
651311;42;1
651311;44;1
651311;32;1
651311;34;1
803078;46;1
803078;32;1
803078;36;1
803078;38;1
803078;40;1
803078;42;1
356696;36;1
356696;34;1
135591;46;1
870080;14;1
870080;2;1
870080;4;1
871353;4;1
557923;L;1
5347;46;1
5347;34;1
5347;36;1
5347;38;1
5347;40;1
5347;42;1
5347;44;1
170341;M;1
170341;S;1
521521;42;1
850813;34;1
58058;40;1
58058;42;1
655346;44;1
DS14W137;XL;1
DS14W307;XS;1
DS14W307;XL;1
442599;10;1
442599;12;1
442599;14;1
442599;2;1
442599;4;1
442599;6;1
442599;8;1
442657;14;1
442657;2;1
442657;4;1
442657;6;1
442657;8;1
442657;10;1
442657;12;1
29887;38;1
29887;40;1
29887;42;1
29887;44;1
29887;46;1
29887;34;1
29887;36;1
15453;34;1
37337;40;1
37337;42;1
37337;46;1
37337;38;1
133236;34;1
133236;36;1
133236;38;1
133236;40;1
23485;40;1
23485;42;1
23485;44;1
23485;46;1
23485;34;1
23485;36;1
23485;38;1
30565;38;1
30565;40;1
30565;42;1
30565;44;1
30565;46;1
30565;34;1
30565;36;1
3281;42;1
3281;44;1
3281;34;1
3281;36;1
3281;38;1
3281;40;1
4472;44;1
4472;46;1
4472;34;1
4472;36;1
4472;38;1
4472;40;1
4472;42;1
52924;44;1
52924;46;1
52924;34;1
52924;36;1
52924;38;1
52924;40;1
52924;42;1
53667;36;1
53667;38;1
53667;34;1
58941;46;1
58941;34;1
58941;36;1
58941;38;1
58941;40;1
58941;42;1
58941;44;1
6969;38;1
6969;40;1
6969;42;1
6969;44;1
6969;46;1
6969;34;1
6969;36;1
7070;40;1
7070;42;1
7070;34;1
7070;36;1
7070;38;1
96691;40;1
96691;42;1
96691;44;1
96691;34;1
96691;38;1
783678;32;1
783678;34;1
783678;36;1
783678;38;1
VIP13;40;1
VIP13;42;1
VIP13;36;1
VIP13;38;1
478839;44;1
478839;46;1
478839;48;1
478839;50;1
478839;52;1
478839;40;1
478839;42;1
104505;32;1
104505;34;1
104505;36;1
113728;42;1
113728;44;1
208549;34;1
208549;36;1
208549;38;1
208549;40;1
208549;42;1
3441;34;1
3441;36;1
3441;38;1
3441;40;1
3441;42;1
34916;40;1
34916;34;1
34916;36;1
34916;38;1
355225;44;1
355225;46;1
355225;32;1
355225;36;1
355225;38;1
355225;40;1
355225;42;1
6951;42;1
6951;44;1
6951;46;1
6951;34;1
6951;36;1
6951;38;1
6951;40;1
69908;40;1
69908;42;1
69908;44;1
69908;34;1
69908;36;1
69908;38;1
76436;34;1
76436;36;1
76436;38;1
76436;40;1
76436;42;1
767535;38;1
767535;40;1
767535;42;1
767535;32;1
8038;36;1
8038;38;1
8038;40;1
8038;42;1
8038;44;1
9839;36;1
9839;38;1
9839;40;1
9839;42;1
731290;32;1
731290;34;1
67331;36;1
67331;38;1
67331;34;1
18483;40;1
18483;42;1
18483;44;1
18483;36;1
18483;38;1
CU1155;36/38;1
CU1155;40/42;1
CU1155;44;1
CU1155;32/34;1
421148;36;1
421148;38;1
421148;40;1
421148;42;1
421148;44;1
421148;32;1
421148;34;1
6978;18;1
6978;19;1
6978;20;1
6978;21;1
6978;22;1
6978;23;1
6978;17;1
85358;;1
696260;44;1
141261;36;1
141261;38;1
3136;40;1
3136;38;1
66144;36;1
66144;38;1
66144;44;1
793678;38;1
793678;40;1
793678;42;1
793678;44;1
585579;42;1
585579;44;1
585579;32;1
585579;36;1
585579;38;1
585579;40;1
636240;38;1
636240;40;1
636240;44;1
455696;36;1
455696;44;1
455696;46;1
708376;32;1
708376;34;1
708376;38;1
888382;34;1
888382;36;1
888382;38;1
888382;42;1
888382;44;1
118876;8;1
118876;10;1
118876;12;1
118876;14;1
118876;2;1
118876;4;1
118876;6;1
23011;34;1
23011;38;1
23011;42;1
23011;44;1
23011;46;1
169665;10;1
169665;12;1
169665;14;1
169665;2;1
169665;4;1
169665;6;1
169665;8;1
17915;22;1
17915;23;1
17915;17;1
17915;18;1
17915;19;1
17915;20;1
17915;21;1
508482;18;1
508482;19;1
508482;20;1
508482;21;1
508482;22;1
508482;80;1
508482;17;1
36018;36;1
36018;38;1
36018;40;1
36018;42;1
36018;44;1
36018;46;1
36018;34;1
177462;36;1
177462;38;1
177462;34;1
37589;36;1
399336;40;1
399336;42;1
399336;48;1
281960;34;1
447744;36;1
447744;38;1
519993;38;1
519993;34;1
519993;36;1
543542;80;1
587756;20;1
587756;21;1
4113;38;1
4113;40;1
4113;42;1
4113;44;1
4113;36;1
46198;18;1
46198;20;1
46198;21;1
557985;40;1
557985;42;1
557985;44;1
817855;36;1
817855;46;1
818064;34;1
818064;36;1
818064;38;1
818064;44;1
881676;20;1
881676;76;1
881676;18;1
695184;30;1
695184;28;1
712605;17;1
712605;18;1
471321;36;1
471321;38;1
471321;40;1
471321;44;1
471321;46;1
471321;34;1
817332;34;1
817332;36;1
798875;38;1
798875;40;1
798875;42;1
798875;44;1
256872;44;1
256872;34;1
256872;38;1
256872;40;1
256872;42;1
46196;36;1
501455;16;1
519244;42;1
519244;44;1
519244;46;1
6136;42;1
6136;44;1
6136;46;1
6136;34;1
6136;36;1
6136;38;1
96418;19;1
96418;21;1
96418;22;1
96418;23;1
506325;36;1
506325;38;1
506325;40;1
506325;44;1
409760;36;1
409760;38;1
409760;40;1
409760;46;1
424169;17;1
816653;18;1
816653;20;1
816653;80;1
816653;88;1
520056;38;1
520056;40;1
520056;46;1
520056;32;1
520056;34;1
520056;36;1
601996;38;1
601996;40;1
291497;92;1
291497;21;1
291497;23;1
291497;24;1
291497;25;1
291497;88;1
562133;48;1
562133;40;1
642365;34;1
677746;17;1
677746;72;1
807842;17;1
510057;17;1
510057;18;1
510057;88;1
34798;36;1
155044;36;1
155044;38;1
155044;40;1
155044;44;1
155044;34;1
7591;20;1
7591;21;1
7591;22;1
424838;42;1
424838;46;1
424838;34;1
424838;36;1
424838;38;1
424838;40;1
710073;72;1
710073;16;1
710073;17;1
710073;18;1
710073;19;1
710073;20;1
710073;21;1
12973;;1
326865;36;1
326865;42;1
326865;44;1
697177;30;1
718112;34;1
805074;32;1
805074;34;1
712726;28;1
712726;29;1
712726;30;1
712726;31;1
712726;32;1
712726;26;1
712726;27;1
70386;;1
817867;34;1
819980;17;1
819980;18;1
819980;76;1
510214;17;1
8287;42;1
8287;46;1
205797;54;1
205797;56;1
205797;42;1
205797;46;1
205797;48;1
205797;50;1
205797;52;1
141899;34;1
141899;38;1
265424;17;1
425038;36;1
425038;46;1
607168;42;1
607168;44;1
607168;46;1
607168;40;1
206771;25;1
206771;88;1
206771;92;1
206771;21;1
206771;22;1
206771;23;1
206771;24;1
292308;19;1
292308;20;1
886051;44;1
886051;32;1
886051;34;1
886051;36;1
886051;38;1
886051;40;1
886051;42;1
610143;40;1
610143;42;1
610143;44;1
610143;32;1
610143;34;1
610143;36;1
610143;38;1
823768;17;1
823768;19;1
823768;21;1
22549;18;1
22549;19;1
22549;20;1
22549;21;1
22549;22;1
22549;23;1
22549;17;1
200391;26;1
200391;27;1
200391;28;1
200391;29;1
511099;46;1
511099;34;1
511099;36;1
511099;38;1
511099;40;1
511099;42;1
511099;44;1
51848;36;1
51848;38;1
51848;40;1
51848;44;1
51848;34;1
680477;22;1
680477;23;1
680477;24;1
687314;36;1
687314;38;1
687314;40;1
687314;46;1
637495;22;1
637495;17;1
887910;17;1
887910;18;1
887910;19;1
887910;20;1
887910;21;1
887910;16;1
132367;42;1
132367;44;1
132367;32;1
132367;34;1
132367;36;1
132367;38;1
132367;40;1
367879;20;1
367879;21;1
367879;22;1
367879;76;1
367879;17;1
367879;18;1
367879;19;1
519867;36;1
519867;38;1
519867;40;1
519867;42;1
519867;44;1
519867;32;1
519867;34;1
594992;22;1
594992;76;1
594992;17;1
594992;18;1
594992;19;1
594992;20;1
594992;21;1
565567;19;1
565567;20;1
565567;21;1
565567;72;1
565567;76;1
565567;17;1
565567;18;1
430693;42;1
430693;44;1
430693;46;1
430693;34;1
430693;36;1
430693;38;1
430693;40;1
800853;76;1
800853;17;1
800853;18;1
800853;19;1
800853;20;1
800853;21;1
800853;22;1
304864;34;1
304864;36;1
304864;38;1
304864;40;1
445421;58;1
445421;40;1
445421;42;1
445421;44;1
445421;56;1
616415;36;1
616415;38;1
616415;34;1
154293;20;1
154293;21;1
154293;22;1
154293;23;1
154293;17;1
154293;19;1
320374;42;1
320374;44;1
320374;34;1
320374;36;1
320374;38;1
320374;40;1
425156;34;1
425156;36;1
425156;38;1
425156;40;1
471630;80;1
471630;84;1
471630;17;1
471630;18;1
471630;19;1
471630;21;1
471630;76;1
505234;17;1
505234;18;1
505234;19;1
505234;20;1
505234;21;1
505234;22;1
635014;34;1
635014;36;1
635014;38;1
635014;40;1
635014;42;1
635014;44;1
635014;32;1
652380;32;1
652380;34;1
652380;36;1
652380;38;1
652380;40;1
849146;34;1
849146;36;1
849146;40;1
889279;34;1
889279;38;1
889279;40;1
889279;42;1
889279;32;1
593599;20;1
593599;21;1
593599;22;1
593599;80;1
593599;88;1
593599;18;1
593599;19;1
9205;20;1
9205;21;1
9205;22;1
9205;23;1
9205;17;1
9205;18;1
519306;42;1
519306;44;1
519306;32;1
519306;34;1
519306;36;1
519306;38;1
519306;40;1
559008;36;1
559008;38;1
559008;40;1
559008;42;1
559008;44;1
559008;46;1
559008;34;1
595748;44;1
595748;46;1
595748;34;1
595748;36;1
595748;38;1
595748;40;1
648149;34;1
648149;36;1
85571;34;1
85571;40;1
4273;36;1
4273;38;1
4273;40;1
4273;42;1
4273;44;1
4273;46;1
13551;34;1
18459;44;1
18459;46;1
362311;38;1
42147;17;1
42147;18;1
509423;17;1
509423;18;1
509423;19;1
509423;20;1
519698;38;1
519698;40;1
519698;34;1
519933;16;1
519933;17;1
519933;76;1
52726;34;1
52726;36;1
52726;38;1
543624;19;1
543624;76;1
543624;80;1
543624;84;1
543624;17;1
545537;40;1
711098;34;1
711098;36;1
711098;38;1
712431;17;1
712431;18;1
712431;19;1
821723;80;1
816757;18;1
816757;76;1
816757;80;1
816757;17;1
822305;38;1
853130;34;1
853130;36;1
853130;38;1
853130;32;1
658341;19;1
658341;20;1
658341;76;1
658341;80;1
658341;84;1
658341;17;1
658341;18;1
883290;44;1
883290;46;1
883290;48;1
883290;50;1
883290;58;1
883290;40;1
883290;42;1
441057;32;1
441057;34;1
537380;36;1
537380;38;1
537380;42;1
537380;34;1
17686;42;1
17686;36;1
17686;38;1
17686;40;1
30086;34;1
34556;44;1
34556;42;1
36932;38;1
36932;40;1
45470;34;1
45470;40;1
571657;40;1
571657;42;1
571657;44;1
571657;38;1
78394;34;1
80689;44;1
80689;34;1
80689;36;1
80689;38;1
80689;40;1
80689;42;1
807463;42;1
807463;44;1
807463;46;1
807463;52;1
446878;38;1
446878;40;1
446878;42;1
446878;44;1
446878;32;1
446878;36;1
6663;38;1
6663;40;1
6663;34;1
6663;36;1
108465;36;1
108465;38;1
108465;40;1
108465;42;1
108465;44;1
108465;34;1
683341;50;1
683341;52;1
683341;40;1
683341;42;1
683341;44;1
683341;46;1
683341;48;1
791117;40;1
791117;42;1
791117;44;1
791117;46;1
791117;48;1
760144;36;1
760144;38;1
760144;40;1
760144;42;1
760144;44;1
760144;32;1
760144;34;1
23755;38;1
23755;34;1
23755;36;1
50777;34;1
50777;38;1
50777;40;1
50777;42;1
138927;40;1
138927;34;1
138927;36;1
138927;38;1
15192;46;1
15192;34;1
15192;36;1
15192;38;1
15192;40;1
15192;42;1
15192;44;1
186890;40;1
27065;46;1
27065;42;1
27065;44;1
395154;38;1
6940;42;1
6940;34;1
6940;36;1
6940;38;1
6940;40;1
850753;34;1
850753;36;1
850753;38;1
587986;40;1
587986;42;1
587986;44;1
587986;46;1
587986;36;1
16470;46;1
16470;36;1
16470;38;1
16470;40;1
16470;42;1
52341;38;1
52341;44;1
49386;36;1
49386;38;1
49386;40;1
29297;34;1
29297;36;1
445674;40;1
445674;44;1
445674;46;1
4235;36;1
4235;38;1
4235;40;1
4235;42;1
4235;44;1
4235;46;1
116947;48;1
189565;44/46;1
21051;46;1
49487;38;1
680289;40;1
8503;34;1
8503;44;1
486196;34;1
70218;40;1
898166;32;1
898166;38;1
148958;36;1
193613;38;1
199429;40;1
21388;40;1
21388;44;1
21388;46;1
42019;40;1
42019;38;1
222913;40;1
222913;42;1
222913;44;1
222913;46;1
222913;48;1
222913;50;1
481983;36/38;1
481983;40/42;1
28750;44;1
28750;36;1
28750;38;1
28750;40;1
32326;36;1
32326;38;1
32326;40;1
32326;42;1
32326;44;1
124297;36;1
124297;38;1
124297;34;1
17151;38;1
17151;40;1
17151;42;1
17151;44;1
17151;46;1
17151;34;1
17151;36;1
23463;40;1
23463;42;1
23463;44;1
23463;46;1
23463;34;1
395302;38;1
395302;40;1
395302;44;1
43361;38;1
43361;40;1
43361;42;1
43361;34;1
43361;36;1
9138;40;1
9138;42;1
9138;44;1
9138;46;1
9138;34;1
449643;42;1
449643;44;1
449643;46;1
449643;48;1
449643;50;1
449643;52;1
452302;46;1
452302;48;1
452302;50;1
452302;52;1
452302;40;1
452302;42;1
452302;44;1
437177;52;1
437177;40;1
437177;42;1
437177;44;1
437177;46;1
437177;48;1
437177;50;1
9447;40;1
67251;40;1
67251;44;1
67251;36;1
67251;38;1
7818;34;1
7818;38;1
7818;40;1
8413;38;1
8413;40;1
8413;42;1
85465;44;1
85465;46;1
85465;34;1
85465;36;1
85465;40;1
85465;42;1
102413;36;1
102413;38;1
102413;40;1
102413;42;1
102413;34;1
11557;34;1
11557;36;1
11557;38;1
11557;40;1
11557;42;1
11557;44;1
393640;40;1
393640;44;1
393640;32;1
393640;38;1
447075;34;1
447075;36;1
447075;38;1
447075;40;1
447075;42;1
94673;40;1
94673;42;1
94673;44;1
94673;34;1
94673;36;1
94673;38;1
24811;40;1
24811;44;1
24811;34;1
5243;36;1
5243;38;1
5243;40;1
5243;42;1
5243;44;1
497252;44/46;1
497879;42;1
497879;44;1
497879;34;1
497879;36;1
497879;38;1
497879;40;1
826307;44;1
826307;54;1
826307;56;1
826307;40;1
826307;42;1
127872;36;1
105935;40;1
105935;42;1
105935;38;1
152012;42;1
152012;44;1
599065;34;1
599065;36;1
78219;34;1
78219;36;1
78219;44;1
2511;18;1
2511;19;1
2511;20;1
2511;21;1
2511;22;1
2511;23;1
28467;34;1
28467;36;1
623525;38;1
623525;46;1
623525;32;1
623525;34;1
623525;36;1
694796;34;1
845913;40;1
845913;42;1
845913;44;1
845913;46;1
8439;19;1
8439;20;1
8439;21;1
8439;22;1
8439;23;1
8439;17;1
8439;18;1
132309;34;1
132309;36;1
132309;38;1
132309;40;1
17033;18;1
183767;34;1
183767;36;1
183767;38;1
183767;40;1
214674;36;1
214674;34;1
409740;32;1
409740;34;1
409740;36;1
409740;38;1
470109;72;1
573398;32;1
573398;36;1
60914;42;1
60914;46;1
60914;34;1
60914;40;1
6458;38;1
6458;40;1
6458;44;1
6458;36;1
679652;34;1
679652;48;1
679652;32;1
72442;17;1
72442;18;1
72442;20;1
72442;21;1
72442;23;1
813883;46;1
813883;36;1
813883;40;1
813883;42;1
848644;18;1
848644;19;1
848644;20;1
85275;19;1
85275;21;1
878416;36;1
878416;38;1
878416;40;1
878416;42;1
878416;44;1
878416;32;1
8192;34;1
8192;36;1
111115;18;1
111115;19;1
111115;20;1
111115;21;1
111115;22;1
111115;23;1
592266;38;1
592266;42;1
592266;44;1
592266;46;1
444775;34;1
444775;36;1
444775;38;1
468036;34;1
468036;46;1
566144;36;1
566144;38;1
566144;40;1
566144;34;1
611602;80;1
611602;84;1
611602;88;1
611602;72;1
199157;20;1
199157;18;1
199157;19;1
748718;36;1
748718;38;1
748718;42;1
